month_of_implementation,donor,reporting_organization_type,implementing_partner_type,state_region,township,village_tract_town,village_ward,idp_camp_site_name,specify_location_if_the_the_location_is_not_in_the_list,location_combined,location_type,rural_or_urban,humanitarian_or_development,response_plan_if_project_under_fts,project_code,fsc_main_activity,activity_description,was_nutrition_mainstreamed_in_activity,fsc_objectives,hrp_indicator,activity_status,conditionality,frequency,delivery_modality,type_of_in_kind_assistance,unit,quantity,total_value,value_per_household,value_per_individual,currency,value_per_household_usd,cash_delivery_mechanism,food_insecurity_status,food_security_indicator_used,evidence,beneficiary_type,number_child_male,number_child_female,number_adult_male,number_adult_female,number_elderly_male,number_elderly_female,number_of_reached_households,number_of_reached_beneficiaries,new_beneficiaries,people_with_disability_male,people_with_disability_female,total_number_of_people_with_disability,comments,cluster_name,country,admin1_pcode,admin2_pcode,admin3_pcode,adm1_3,adm3_4,org_code,report_org_code
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Kyaung Na Hpay,Kyaung Na Hpay (Myo),NA,NA,"Kyaung Na HpayKyaung Na Hpay (Myo)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.9079996999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,144,156,NA,NA,53,300,300,3,4.5,7.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Kyaung Na Hpay,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Min Gyi (Tu Lar Tu Li),Rakhine Ywar,NA,NA,"Min Gyi (Tu Lar Tu Li)Rakhine Ywarfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.9079996999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,144,156,NA,NA,53,300,300,3,4.5,7.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Min Gyi (Tu Lar Tu Li),org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Nan Yar Kaing,Nan Yar Kaing,NA,NA,"Nan Yar KaingNan Yar Kaing food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,11.451999299999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,336,364,NA,NA,123,700,700,7,10.5,17.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Nan Yar Kaing,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Nat Chaung,Myawaddy (NaTaLa),NA,NA,"Nat ChaungMyawaddy (NaTaLa)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.335399734999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,127,138,NA,NA,46,265,265,2.65,3.9749999999999996,6.625,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Nat Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Pa Da Kar Ywar Thit,Khu Daing (Myo),NA,NA,"Pa Da Kar Ywar ThitKhu Daing (Myo)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,12.433599240000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,365,395,NA,NA,133,760,760,7.6000000000000005,11.4,19,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Pa Da Kar Ywar Thit,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Pa Din,Ka Nyin Tan,NA,NA,"Pa DinKa Nyin Tanfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,5.88959964,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,173,187,NA,NA,63,360,360,3.6,5.3999999999999995,9,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Pa Din,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Pan Taw Pyin,Ah Nauk,NA,NA,"Pan Taw PyinAh Naukfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,3.23179887,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,542,588,NA,NA,198,1130,1130,11.3,16.95,28.25,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Pan Taw Pyin,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Pan Taw Pyin,Ah Shey,NA,NA,"Pan Taw PyinAh Sheyfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.098199505,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,238,257,NA,NA,87,495,495,4.95,7.425,12.375,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Pan Taw Pyin,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Pan Taw Pyin,Pan Taw Pyin Ywar Thit,NA,NA,"Pan Taw PyinPan Taw Pyin Ywar Thitfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.61759984,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,77,83,NA,NA,28,160,160,1.6,2.4,4,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Pan Taw Pyin,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Pan Taw Pyin,Ywar Gyi (Middle),NA,NA,"Pan Taw PyinYwar Gyi (Middle)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,14.88759909,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,437,473,NA,NA,160,910,910,9.1,13.65,22.75,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Pan Taw Pyin,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,San Kar Pin Yin,San Kar Pin Yin (Myo),NA,NA,"San Kar Pin YinSan Kar Pin Yin (Myo)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,7.52559954,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,221,239,NA,NA,81,460,460,4.6000000000000005,6.8999999999999995,11.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-San Kar Pin Yin,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,San Kar Pin Yin,San Kar Pin Yin (Rakhine),NA,NA,"San Kar Pin YinSan Kar Pin Yin (Rakhine)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.372199855,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,70,75,NA,NA,25,145,145,1.45,2.175,3.625,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-San Kar Pin Yin,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Ta Man Thar,Mingalar Nyunt (NaTaLa),NA,NA,"Ta Man TharMingalar Nyunt (NaTaLa)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.83439946,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,259,281,NA,NA,95,540,540,5.4,8.1,13.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Ta Man Thar,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Ta Man Thar,Ta Man Thar (Bo Hmu Gyi Thet),NA,NA,"Ta Man TharTa Man Thar (Bo Hmu Gyi Thet)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,1.717799895,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,50,55,NA,NA,18,105,105,1.05,1.575,2.625,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Ta Man Thar,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Ta Man Thar,Ta Man Thar Ah Nauk (Rakhine),NA,NA,"Ta Man TharTa Man Thar Ah Nauk (Rakhine)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.94479982,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,86,94,NA,NA,32,180,180,1.8,2.6999999999999997,4.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Ta Man Thar,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Ta Man Thar,Ta Man Thar Bo Hmu Gyi,NA,NA,"Ta Man TharTa Man Thar Bo Hmu Gyifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,2.7811998300000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,82,88,NA,NA,30,170,170,1.7,2.55,4.25,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Ta Man Thar,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat Chaung,Done Nyo,NA,NA,"Tat ChaungDone Nyofood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,9.570599415,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,281,304,NA,NA,103,585,585,5.8500000000000005,8.775,14.625,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat Chaung,Nga Thar(Myo+Ku Kwe),NA,NA,"Tat ChaungNga Thar(Myo+Ku Kwe)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.31459989000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,53,57,NA,NA,19,110,110,1.1,1.65,2.75,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat Chaung,Shwe Taing Rakhine,NA,NA,"Tat ChaungShwe Taing Rakhinefood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.6291997800000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,106,114,NA,NA,39,220,220,2.2,3.3,5.5,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat Chaung,Tat Chaung,NA,NA,"Tat ChaungTat Chaungfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.82939971,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,139,151,NA,NA,51,290,290,2.9,4.35,7.25,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat U Chaung,Kan Pyin Thar Si,NA,NA,"Tat U ChaungKan Pyin Thar Sifood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,4.08999975,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,120,130,NA,NA,44,250,250,2.5,3.75,6.25,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat U Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat U Chaung,Kan Thar Yar,NA,NA,"Tat U ChaungKan Thar Yarfood distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,8.997999449999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,264,286,NA,NA,96,550,550,5.5,8.25,13.75,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat U Chaung,org_3486,org_2690
January 2022,NA,UN agency,NNGO,Rakhine,Maungdaw,Tat U Chaung,Tat U Chaung (West),NA,NA,"Tat U ChaungTat U Chaung (West)food distributions (in kind/voucher/cash), severe",Village,Rural,Humanitarian,NA,NA,"food distributions (in kind/voucher/cash), severe",Relief: Activity 1,Yes,"Objective 1: Over 556,000 crisis-affected people 
(289,000 girls/women and 267,000 boys/men) have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance.","Number of crisis-affected people that have equitable access to sufficient, safe and nutritious food in-kind and/or through cash assistance",Ongoing,Unconditional,Monthly,In-kind,Food Baskets,MT,0.899799945,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rakhine Stateless,NA,NA,26,29,NA,NA,10,55,55,0.55,0.825,1.375,NA,NA,NA,MMR012,NA,MMR012009,Rakhine-Maungdaw,Maungdaw-Tat U Chaung,org_3486,org_2690
